Name,Phone,Email,Address,Latitude,Longitude,Gender,DOB,Helps
Jeffrey Lewis,001-346-407-7446x48240,brian18@yahoo.com,"9964 Montes Ridge Suite 655, Gainesville, FL",29.661684,-82.313926,Male,2003-06-20,Financial Aid;Relief;Insurance
David Jenkins,480.782.6818,blake99@todd.net,"081 Adams Flat, Gainesville, FL",29.666372,-82.324549,Male,1990-11-20,Rebuild;Recruitment;Helpline;Evacuation;Cash Aid;Counseling;Construction
Nichole Ramirez,104.784.1345,hilljason@lamb.com,"61447 Teresa Glen Suite 885, Gainesville, FL",29.663431,-82.337825,Male,1998-08-24,Cash Aid;Damage Reports;Rebuild;Blood Donation;Medical Camps;Equipment
Amanda English,8587950634,snguyen@hotmail.com,"39716 Mcdonald Island, Gainesville, FL",29.647208,-82.365845,Male,1965-03-08,Insurance;Crowd Control;Awareness;Shelter;Cash Aid;Waste Removal;Sanitation
David Young,364.970.4699x084,tina97@yahoo.com,"68556 Jennifer Mews Apt. 539, Gainesville, FL",29.648534,-82.362834,Female,1977-07-31,Translation;Damage Reports;Drills;Lost & Found;Relocation
Samuel Edwards,765-367-0523,lindsay74@barton-jones.com,"373 Kennedy Extensions Apt. 756, Gainesville, FL",29.634779,-82.386765,Other,1966-07-13,Security;Insurance;Temporary Schools;Rescue
William Henderson,9231868153,esmith@gmail.com,"348 Williams Courts Suite 747, Gainesville, FL",29.673809,-82.3154,Male,1980-08-19,Collection;Information;Financial Aid;Relocation;Insurance;First Aid
Vanessa Christian DDS,+1-320-114-9465x242,morganjonathan@smith.com,"60330 Smith Port Apt. 715, Gainesville, FL",29.627647,-82.395416,Female,1998-11-25,Remapping;Communication;Helpline;Trauma Support;Clean-up
William Miller,842-657-9981,cindyphelps@gmail.com,"3074 Anderson Inlet, Gainesville, FL",29.666602,-82.383497,Female,1998-08-25,Construction;Triage;Remapping;Alerts;Babysitting;Shelter
Tony Brooks,031-483-9188x386,bowensusan@olsen.com,"4095 Simpson Branch Apt. 943, Gainesville, FL",29.664422,-82.379747,Other,1963-02-07,Recovery;School;Clearance;Financial Aid;Sandbags;Triage;Training
Kelly Warner MD,025-132-1699x9919,hannah14@gmail.com,"13259 Sullivan Ridges, Gainesville, FL",29.621321,-82.342622,Other,1964-12-03,Housing;Pet Care;Health Kits
Rebecca Reed,326-652-9552x407,shelbywilliamson@yahoo.com,"646 Jose Corners, Gainesville, FL",29.645854,-82.368822,Female,1993-08-24,Toolkits;Childcare;School
Lisa Phillips,351.244.6346x8212,ramseyalicia@yahoo.com,"79371 Rivas Garden, Gainesville, FL",29.678261,-82.385934,Male,1960-12-04,Documentation;Medical;Blood Donation;Recruitment
David Adams,001-692-597-8772x1628,keithmorris@hotmail.com,"68444 Alyssa Plains Suite 658, Gainesville, FL",29.667822,-82.346229,Female,1971-07-14,Sanitation;Babysitting;Vaccination
Maria Powers,+1-291-381-6142,michaela65@gmail.com,"5481 Mueller Circles, Gainesville, FL",29.6425,-82.375778,Other,1959-12-28,Relocation;Food Packs;Job Aid;Clearance;Recruitment;Contacts;Collection
Monica Johnson,544.396.5508x3569,clinejerome@robinson-roberts.com,"80265 Ann Turnpike, Gainesville, FL",29.662314,-82.36357,Other,1998-12-30,Legal;Security;Hygiene;Information;Evacuation;Cash Aid;First Aid
Monica Hughes,+1-135-327-4989x8039,edwinkim@brooks.biz,"63218 Maria Spurs Apt. 039, Gainesville, FL",29.635465,-82.331572,Female,2001-03-26,Hygiene;Waste Removal;Life Skills;Follow-up;Medication;Clean-up
Sean Martin,(110)677-1317,sbrooks@johnson.net,"9508 Destiny Land, Gainesville, FL",29.67598,-82.300975,Male,1971-05-02,Communication;Crowd Control;Helpline;Power Supply;Translation;Rebuild
Brett Jacobs,5109640597,austinrussell@gmail.com,"319 Richard Lodge Apt. 597, Gainesville, FL",29.668998,-82.302939,Male,1990-07-05,Sanitation;Blood Donation;Triage;Babysitting;Job Aid
Kelsey Mason,635-253-8128,longdebra@cox.com,"9836 Scott Route, Gainesville, FL",29.623697,-82.364249,Male,1989-12-09,Blood Donation;Communication;Medical Camps
Thomas Fernandez,255-685-4153x83705,irichardson@yahoo.com,"50936 Valdez Camp Apt. 859, Gainesville, FL",29.656384,-82.334155,Male,1961-07-08,Trauma Support;Collection;Medical Camps;Mental Health;Security
Sylvia Jacobson,547-858-5148x798,jesse62@fernandez.com,"8761 Wendy Loaf Apt. 485, Gainesville, FL",29.665386,-82.392178,Other,1974-03-12,Toolkits;Mental Health;Health Kits
Jacob Paul,(737)023-7058,jensentricia@gonzalez-wright.com,"687 Cook Burg Suite 087, Gainesville, FL",29.629098,-82.300061,Other,2003-08-31,Debris Removal;Mental Health;Housing;Insurance;Hazard Map;Translation
Rebecca Jones,(994)737-7645,mcgeekevin@jacobs-stout.com,"26141 Maria Mall, Gainesville, FL",29.678332,-82.332612,Male,2004-11-10,Temporary Shelter;Water;Translation;Language Help;Awareness;Financial
Kevin Wilson,(786)730-4780x395,rchapman@thornton-davis.com,"447 Brittany Meadow, Gainesville, FL",29.667527,-82.374741,Male,1967-03-31,Temporary Shelter;Job Aid;Needs Assessment;Vaccination;Construction
Eduardo Perez,0237027603,jill40@gmail.com,"7089 Chris Track Apt. 236, Gainesville, FL",29.656771,-82.341601,Male,1999-10-25,Assessment;Relocation;Blood Donation;Financial;Equipment;Awareness;Transport
Tiffany Schmidt,001-301-716-3717x822,idavis@wilson.com,"1210 Rogers Inlet, Gainesville, FL",29.643776,-82.370142,Male,1971-06-07,Assessment;Hazard Map;First Aid;Rebuild;Lost & Found;Training;Sandbags
Riley Hicks,571.674.3389x4326,jacob49@yahoo.com,"383 Michael Club Suite 141, Gainesville, FL",29.664795,-82.31402,Male,1982-07-06,Vaccination;Contacts;Clean-up;Job Aid;Translation;Clothing
Abigail Ruiz,986.257.3084,sstevens@hotmail.com,"4639 Williams Ville Apt. 657, Gainesville, FL",29.664165,-82.332882,Male,1949-04-02,Security;Needs Assessment;Psych Support;Lost & Found
Charles Hill,001-343-024-7866x3160,jameszamora@gonzales.com,"30121 Franklin Club Apt. 765, Gainesville, FL",29.673637,-82.383274,Male,1960-05-23,Power Supply;Resource Sharing;Debris Removal;Recovery;Mental Health
David Shepard,001-114-919-5215x309,bestpatty@johnson.com,"8226 Ashley Loaf, Gainesville, FL",29.638498,-82.310184,Other,2003-10-29,Medical;Relocation;Needs Assessment;Power Supply;School;Collection
William Taylor,653-962-8004,patrickgilbert@gmail.com,"48974 Hunter Plaza Apt. 194, Gainesville, FL",29.658272,-82.340486,Other,1988-08-07,Needs Assessment;Financial Aid;First Aid;Clearance;Relief
Melinda Norris,+1-875-672-8560x0883,butlerleslie@yahoo.com,"73088 Johnson Passage, Gainesville, FL",29.657316,-82.343562,Female,1974-10-08,Legal;Temporary Shelter;Translation;Coordination
Nicholas Gray,910.297.9702x27778,jeffreyrollins@hotmail.com,"661 Debra Crossing Suite 347, Gainesville, FL",29.637737,-82.3538,Other,1957-08-11,Evacuation;School;Housing;Hazard Map;Recruitment
Deborah Becker,907.462.4066,uhunt@thomas.com,"759 Edwin Springs Apt. 041, Gainesville, FL",29.631071,-82.32676,Female,1968-08-25,Insurance;Remapping;Medical;Debris Removal;Sanitation
Stacey Khan,(055)602-2260,travis42@yahoo.com,"42684 Young Mountain, Gainesville, FL",29.656484,-82.393548,Other,1988-06-23,Babysitting;Assessment;Clothing;Evacuation
Chad Blackwell,(000)495-4001x5592,jamesgrace@yahoo.com,"62574 Jacqueline Glens, Gainesville, FL",29.620997,-82.348626,Male,1985-01-05,Equipment;Recovery;Debris Removal;Documentation;Vaccination
Luis Hartman,+1-066-011-7345x57866,amy25@russell-hall.com,"4317 Jacob Course, Gainesville, FL",29.648713,-82.372706,Female,2000-02-26,Awareness;Lost & Found;Financial
Michael Johnson,262-053-9976x78577,alexis07@gilbert.com,"649 Perez Harbor Apt. 234, Gainesville, FL",29.623716,-82.314799,Other,1993-11-27,Clearance;Medical;Triage;Debris Removal;Shelter;Medical Camps;Recruitment
Chris Brown,137.656.6293x972,micheleflores@gmail.com,"997 Melissa Courts, Gainesville, FL",29.63949,-82.362592,Male,1952-12-17,Relief;Lost & Found;Shelter;Remapping;Water;Clearance
Amber Ingram,871.352.1895,traceymarshall@horne.com,"22707 Roberts Isle, Gainesville, FL",29.622468,-82.367086,Female,1997-07-13,Babysitting;Vaccination;Contacts;Hygiene;Medical Camps;Temporary Schools
Rachel Anderson,(429)796-3375x037,urosales@mendoza.info,"317 Nunez Fort Suite 504, Gainesville, FL",29.64945,-82.332629,Female,1980-01-16,Crowd Control;Equipment;Medical;Cash Aid
Samantha Larson,409.627.6627x3964,allison45@bentley-sandoval.net,"07194 Peterson Villages Apt. 199, Gainesville, FL",29.664055,-82.351245,Female,1977-04-21,Transport;Helpline;Recruitment;Hygiene;Supplies
Nicole Turner,001-531-324-6860x370,craig20@gmail.com,"1347 Sharon Street Apt. 618, Gainesville, FL",29.634415,-82.390279,Male,1970-10-09,Rebuild;Legal;Alerts;Assessment
Douglas Allen,001-209-673-1578x43774,danielle12@padilla-tucker.com,"1239 Jennifer Tunnel Apt. 004, Gainesville, FL",29.670165,-82.359438,Female,1984-10-17,Shelter;Legal;Evacuation;Toolkits;Hazard Map;Childcare
Reginald Lam,4559054350,thomascastillo@caldwell.com,"16195 Raymond Wall, Gainesville, FL",29.650015,-82.372257,Other,2001-09-10,Health Kits;Support;Hazard Map;Childcare;Financial;Psych Support;Assessment
Justin Williams,+1-969-181-5574x4981,haledanielle@yahoo.com,"825 Angela Lane Apt. 533, Gainesville, FL",29.657095,-82.323762,Male,1959-07-25,Pet Care;Sandbags;Translation;Evacuation
Christina Pierce,355-540-9034x0850,karithomas@whitaker-wilkins.net,"5356 Gregory Bypass Apt. 356, Gainesville, FL",29.666852,-82.374173,Other,1979-04-09,Water;Insurance;Housing;Vaccination;Emergency Kits
Michael Harper,(170)891-5706x059,taylorjane@anderson-griffin.com,"557 Smith Bypass Suite 341, Gainesville, FL",29.679494,-82.373623,Other,1992-01-23,Drills;Sanitation;Recovery;Housing;Pet Care;Toolkits;First Aid
Michelle Clark,(771)545-1201,michaelwilliams@roberts-shaw.com,"539 Miller Overpass Apt. 065, Gainesville, FL",29.674819,-82.337194,Female,1996-02-25,Financial;Collection;Drills;Training;Food
Jennifer Williams,299.273.5881x56739,anthonyperez@hotmail.com,"3903 Randall Walk Suite 992, Gainesville, FL",29.664606,-82.388603,Female,1954-08-22,Insurance;Translation;Food Packs;Legal
Alfred Wilson,+1-024-071-8553x63154,harrisjeffrey@gmail.com,"147 Edwards Ranch, Gainesville, FL",29.6512,-82.362573,Male,1978-11-06,Clean-up;Follow-up;Babysitting;Communication;Contacts
Evelyn Jordan,+1-170-035-9193x499,robert61@sims.com,"561 Mary Turnpike, Gainesville, FL",29.671106,-82.375076,Other,1980-10-06,Financial;Lost & Found;Documentation
Jeremy Pena,(126)935-7161,nkrueger@friedman.com,"809 Gloria Forest Apt. 360, Gainesville, FL",29.624613,-82.357253,Other,1983-07-07,Communication;Hygiene;Sandbags;Follow-up;Contacts;Emergency Kits
Brent Boyd,387-163-7363,henryrichardson@yahoo.com,"781 Clark View Apt. 554, Gainesville, FL",29.658909,-82.302284,Female,1984-02-23,Childcare;Temporary Shelter;Cash Aid;Alerts;Emergency Kits;Hygiene;Life Skills
Peter Lewis,001-409-339-0675x862,beckywilliams@gmail.com,"81989 Darrell Hollow, Gainesville, FL",29.665578,-82.384931,Female,1952-07-27,Translation;Medical Camps;Drills
Michelle Owens,+1-557-136-9029x95298,jwilliams@gmail.com,"624 Hernandez Shoal, Gainesville, FL",29.659434,-82.348447,Male,2000-04-22,Life Skills;Food;Lost & Found;Water
Ruth Rodriguez,039.590.8555x12592,laura59@gmail.com,"64138 Stephanie Isle, Gainesville, FL",29.666901,-82.337722,Female,1952-04-09,Medical Camps;Contacts;Rebuild
Brandon Mccall,788.835.0475x1603,pfranco@gonzalez-pearson.com,"801 Rice Square Apt. 887, Gainesville, FL",29.647776,-82.311662,Female,1986-07-31,Blood Donation;Recovery;Debris Removal
Christopher Barnes,682.475.6567x12358,solson@gmail.com,"90546 Hess Lights Apt. 519, Gainesville, FL",29.627316,-82.36136,Female,1981-09-06,Language Help;Emergency Kits;Lost & Found;Financial;Triage;School;Crowd Control
Kenneth Cox,+1-071-420-0741x177,rwood@yahoo.com,"13819 Mathew Parks, Gainesville, FL",29.644434,-82.338643,Other,1987-03-28,Shelter;Clean-up;Psych Support;Security
Elijah Tapia,001-161-502-5307x782,kwilson@hotmail.com,"625 Melissa Fork Suite 678, Gainesville, FL",29.646435,-82.382186,Male,1957-07-16,Hygiene;Relocation;Sandbags;Toolkits;Waste Removal;Construction
Shawn Morgan,(268)325-7862x735,lorrainemitchell@rush.com,"3414 Loretta Orchard, Gainesville, FL",29.675669,-82.315235,Other,2001-08-07,Debris Removal;Counseling;Sanitation;Food Packs;Assessment;Clean-up;Job Aid
Ricky Medina,936-816-5938,seanmiller@williams.org,"136 Collier Creek Apt. 530, Gainesville, FL",29.671816,-82.349,Female,1995-10-01,Legal;Life Skills;School
Douglas Blackwell,+1-673-933-4188x93837,sullivandavid@hotmail.com,"010 Steven Squares Apt. 214, Gainesville, FL",29.679111,-82.397476,Other,1957-07-06,Support;Sandbags;Hygiene
Yolanda Gibson,054.787.7542,sandra30@hotmail.com,"402 Reynolds Cliffs Apt. 396, Gainesville, FL",29.629143,-82.331431,Male,1996-01-12,Communication;Translation;Food
Michael Collins,649.839.2898x127,quinnnicholas@castro.net,"41524 Steven Neck, Gainesville, FL",29.625191,-82.361759,Female,1952-03-25,Relocation;Documentation;Hazard Map;Damage Reports;First Aid
Tara Bowers,001-539-092-6628x20127,dsanders@ramirez-hernandez.com,"8366 Keith Run Apt. 460, Gainesville, FL",29.635636,-82.367766,Male,1953-03-06,Sanitation;Relocation;Awareness;Food;Medical Camps
Harold Wolf,+1-595-569-8408x2580,kellyflynn@maynard-freeman.com,"55638 Paul Spur, Gainesville, FL",29.667855,-82.369989,Male,1979-05-19,Language Help;Support;Financial
Mark Fowler,(592)658-1969,terrimontoya@mercado.info,"43682 Nicholas Burgs Apt. 841, Gainesville, FL",29.667933,-82.355389,Female,1966-10-25,Temporary Shelter;Temporary Schools;Babysitting;Vaccination;Rebuild;Evacuation
Dawn Hamilton,001-795-183-3228,mccoyadam@gmail.com,"293 Knight Causeway Apt. 516, Gainesville, FL",29.669004,-82.326827,Female,1972-02-28,Clearance;Financial Aid;Rebuild
James Russo,001-836-905-7583x3538,kristina16@yahoo.com,"568 Morales Spurs, Gainesville, FL",29.625973,-82.329361,Other,1980-12-25,Relief;Remapping;Coordination;Construction;Helpline
William Nelson,290.717.0559,michaelthompson@bird.com,"85404 Madison Lodge, Gainesville, FL",29.650217,-82.30784,Female,1964-08-17,Emergency Kits;Evacuation;Life Skills;Financial Aid
Joseph Peters,754.423.8074,robertmartin@ellis-hunter.org,"121 Brian Estate Suite 320, Gainesville, FL",29.639463,-82.382963,Female,2003-05-19,Vaccination;Drills;Rescue;Damage Reports;Blood Donation;Rebuild;Legal
Heidi West,+1-029-217-1744x580,steven42@gmail.com,"19803 Michael Trafficway, Gainesville, FL",29.661805,-82.386313,Female,1990-11-09,Childcare;Babysitting;Recruitment;Relocation;Medication;Recovery;Power Supply
Jennifer Cherry,+1-692-756-4550x154,taylorglenn@orr-gray.com,"2555 Griffith Estate Apt. 862, Gainesville, FL",29.664783,-82.333864,Female,1981-07-23,Vaccination;Equipment;Cash Aid
Amy Perez,863.586.8709x53857,sgarcia@sutton.com,"410 Keith Cove Suite 848, Gainesville, FL",29.637198,-82.376973,Female,1970-11-05,Life Skills;Security;Shelter
Michelle Lane,001-982-314-6226x5454,alex67@yahoo.com,"15396 Derrick Springs Suite 673, Gainesville, FL",29.677488,-82.333227,Other,2002-10-25,Medical Camps;Support;Relief;First Aid
Luke Young,001-058-380-6511x3869,christopher61@clark.info,"39139 Nelson Light, Gainesville, FL",29.678635,-82.305196,Male,1973-08-25,Assessment;Awareness;Follow-up;Security;Recruitment
Amanda Pope DDS,(539)120-7655x92175,shawnbennett@warren-williams.com,"7170 Raymond Hill, Gainesville, FL",29.65182,-82.341356,Male,2005-06-17,Emergency Kits;Support;Documentation;Financial
Adam Lucas,447-304-9791,nrivers@gmail.com,"2313 Guzman Mews Suite 998, Gainesville, FL",29.642469,-82.380346,Other,1976-12-07,Clean-up;Blood Donation;Recovery;Temporary Schools;Equipment
Adrienne Horn,086.077.8731x470,russelljoanna@yahoo.com,"6594 Joel View, Gainesville, FL",29.645433,-82.366212,Male,1994-09-14,Coordination;Temporary Shelter;Medical Camps;Sanitation;Food;First Aid;Lost & Found
Barbara Ortiz,0719646850,megan79@gmail.com,"165 Timothy Turnpike, Gainesville, FL",29.652379,-82.335213,Other,1988-06-08,Alerts;Blood Donation;Counseling;Emergency Kits;Shelter;Clothing;Crowd Control
Pamela Cox,300.080.1778,ann24@hotmail.com,"701 George Divide, Gainesville, FL",29.671983,-82.301588,Male,1949-06-07,Assessment;Job Aid;Trauma Support;Rebuild;Training;Medication
Ashley Sweeney,001-236-324-0593,jackieroberts@reeves.com,"1298 Hawkins Square Suite 416, Gainesville, FL",29.654307,-82.360593,Other,1972-06-28,Damage Reports;Housing;Communication;Awareness;Sandbags;Resource Sharing;Transport
Ashley Garza,001-360-570-6760,sue14@russell.com,"8552 Sarah Locks Suite 588, Gainesville, FL",29.621749,-82.3814,Female,1959-10-23,Temporary Schools;Clean-up;Life Skills;Housing;Food Packs
Patricia Peterson,001-295-703-8361x53863,lewispamela@hotmail.com,"498 Gregory Rue Apt. 892, Gainesville, FL",29.620824,-82.32931,Other,1966-08-27,Drills;Crowd Control;Assessment;Hygiene;Water
Michael Ryan,+1-915-156-0331x8214,matthew70@gmail.com,"05510 Cynthia Way Apt. 847, Gainesville, FL",29.649614,-82.345011,Other,1971-06-25,Clothing;Financial;Awareness;Trauma Support;Childcare
Michael Berger,129.442.4607x3919,alyssa06@garrett-walker.info,"6936 Brown Flat Suite 697, Gainesville, FL",29.646482,-82.334606,Female,1973-01-25,Rescue;Follow-up;Training;Hygiene;Helpline
Tony Scott,771-117-2734,thomas01@paul.com,"74264 Lee Tunnel, Gainesville, FL",29.659182,-82.354637,Other,1969-08-23,Medical;Documentation;Life Skills;Support
Daniel Atkins,001-712-101-7220,christine30@williamson-romero.net,"00103 Larry Shore Suite 131, Gainesville, FL",29.657348,-82.333413,Female,1982-05-28,First Aid;Life Skills;Documentation
Brandi Hawkins,034-569-4262x2442,manuelryan@hotmail.com,"814 Joshua Lights Suite 401, Gainesville, FL",29.677059,-82.36272,Female,1991-04-04,Cash Aid;Language Help;Legal;Damage Reports;School;Construction
William David,9060128427,ihawkins@harrell-perez.com,"498 Frank Inlet Apt. 232, Gainesville, FL",29.647918,-82.365819,Female,1973-06-15,Temporary Shelter;Trauma Support;Hygiene;Coordination
Randy Hill,630-723-6944x6993,amandajohnson@hotmail.com,"001 Dalton Motorway, Gainesville, FL",29.62537,-82.335829,Other,1989-09-26,Water;Pet Care;Translation;Construction;Recovery;Legal;Contacts
Christina Lloyd,(497)298-5850,luis42@morris.net,"6542 Robert Court, Gainesville, FL",29.648909,-82.391194,Other,1994-12-11,Financial Aid;Recovery;Security;Pet Care;Financial;Blood Donation;Hygiene
Derrick Brown,833-741-7688,harry72@brown.biz,"03760 Parker Light, Gainesville, FL",29.657862,-82.389151,Other,1970-09-28,Medical Camps;Resource Sharing;Triage;Awareness
Jesus Webb,001-918-473-1148x555,clairemunoz@hartman.info,"3657 Gonzalez Isle, Gainesville, FL",29.621302,-82.343497,Other,1997-04-03,Waste Removal;Drills;Food;Needs Assessment;Babysitting;Security;Blood Donation
Jenny Collins,620.464.7852x22633,teresa51@morris.net,"9784 Colon Park, Gainesville, FL",29.665189,-82.368598,Other,1986-03-27,School;Lost & Found;Medical;Waste Removal;Medication;Food
Christopher Hall,341.665.2162,parkerandrew@hotmail.com,"7330 Daniel Fords Suite 977, Gainesville, FL",29.631398,-82.341267,Female,1950-10-27,Legal;School;Needs Assessment;Relief;Documentation
Katrina Newton,001-573-030-5018x5274,brownmichael@murphy.net,"123 Carrie Prairie Suite 237, Gainesville, FL",29.655861,-82.307639,Male,1965-12-13,Debris Removal;Relief;Pet Care
Curtis Willis,001-083-429-7583x5342,erikholmes@yahoo.com,"97694 Hahn Isle Suite 302, Gainesville, FL",29.655614,-82.348095,Other,2000-10-11,Needs Assessment;School;Rescue;Temporary Schools;Information;Trauma Support
Steven Kidd,001-310-277-8654x528,douglas85@ford-dougherty.org,"37081 Martinez Extension Apt. 761, Gainesville, FL",29.668658,-82.339549,Female,1988-06-30,Temporary Schools;Financial;Emergency Kits;Mental Health
Caroline Lee,358.793.5219,xjones@gmail.com,"391 Buchanan Views Apt. 375, Gainesville, FL",29.631819,-82.332071,Female,1962-06-28,Awareness;Legal;Counseling;Toolkits;Financial
Tracy Davidson,076.334.6150,burkekendra@casey-mills.net,"1448 Kathy Ranch, Gainesville, FL",29.673108,-82.332023,Female,1957-03-11,Security;School;Babysitting;Sanitation;Training;Financial Aid
Emily Waller,(366)277-2874x887,atate@martinez.com,"639 Wesley Roads Suite 456, Gainesville, FL",29.665767,-82.356185,Male,1989-06-18,Medication;Damage Reports;Crowd Control
Shawn Walters,+1-033-586-1121,staciepoole@yahoo.com,"4294 Fox Stream Apt. 728, Gainesville, FL",29.678543,-82.397531,Other,1995-08-26,Childcare;Medical Camps;Support;Damage Reports
Sheena Fisher,751.584.1733x3395,wlyons@gmail.com,"499 Soto Drive Apt. 658, Gainesville, FL",29.646368,-82.317566,Male,1949-06-29,Sandbags;Legal;Relief;Pet Care;Housing;Language Help
Veronica Ryan,567-232-8435x3407,njackson@hotmail.com,"2339 Dominguez Fields, Gainesville, FL",29.639062,-82.37761,Other,1998-06-07,Pet Care;Alerts;Clothing;Equipment;Life Skills;Recovery
Mark Hull,+1-437-823-0045,ehiggins@bowen.com,"05329 Simmons Fall, Gainesville, FL",29.645544,-82.392589,Male,1995-03-16,Childcare;Cash Aid;Equipment;Financial;Job Aid;Legal;Transport
Wendy Orozco,+1-462-109-9406x16194,bethany85@hotmail.com,"3295 Harris Groves Suite 564, Gainesville, FL",29.676919,-82.325061,Female,1965-01-18,Toolkits;Security;Helpline;Clean-up;Resource Sharing;Coordination
Benjamin Cruz,304.237.2517,ginabrooks@reeves-johnson.biz,"7120 Paul Roads Apt. 633, Gainesville, FL",29.625357,-82.356045,Female,1963-10-30,Mental Health;Supplies;Needs Assessment
Barbara Smith,782-671-7098,teresalee@hotmail.com,"94362 Black Ranch, Gainesville, FL",29.645707,-82.336627,Other,1999-05-03,Financial;Equipment;Hygiene;Supplies;Triage
Kathy Weeks,(374)875-3148x26064,fwilcox@hotmail.com,"4608 Sharon Pine Suite 986, Gainesville, FL",29.678541,-82.365746,Female,2000-06-28,Waste Removal;Relocation;Legal;Relief;Financial;Supplies
Stephanie Walker,001-552-281-3782,boydjoshua@white.biz,"412 Phelps Estates, Gainesville, FL",29.628999,-82.302392,Male,1994-02-21,Communication;Assessment;Language Help;Relocation;Food;Supplies;Power Supply
Isaac Clark,+1-173-451-4745x66349,brianshort@washington.org,"183 Bruce Forest Apt. 588, Gainesville, FL",29.634186,-82.349799,Other,1963-05-22,Clothing;Childcare;Recruitment;Language Help;Relief;Remapping
Lindsey Clark,669.478.7059x68523,tshort@hotmail.com,"74481 Tyler Square Suite 115, Gainesville, FL",29.629595,-82.384141,Female,1996-02-05,Financial Aid;Relocation;Training;Water;Mental Health
Roger Heath,631-731-1249,kathy06@hotmail.com,"6560 Christina Trail Apt. 066, Gainesville, FL",29.678379,-82.396787,Male,1990-01-14,Health Kits;Information;Follow-up;Medical Camps;Financial Aid
Zachary Oconnell,(621)291-6997,william19@yahoo.com,"118 Jared Trail, Gainesville, FL",29.628188,-82.347784,Other,1981-12-29,Translation;Mental Health;Food Packs;Relocation;Security
David Oconnell,(136)625-0046,perezbenjamin@walsh.com,"18280 Gonzalez Lodge Apt. 120, Gainesville, FL",29.661074,-82.385235,Other,1995-09-25,Temporary Shelter;Communication;Sanitation
Margaret Vincent,674-516-1959x435,sruiz@mccormick.com,"4060 Roman Shore, Gainesville, FL",29.620992,-82.387358,Male,2003-06-16,Collection;Drills;Evacuation;Sanitation;Transport
Preston Bell,001-774-779-6617x2365,martinezlaura@hotmail.com,"04889 Burke Overpass, Gainesville, FL",29.661364,-82.325896,Female,1969-04-03,Alerts;Information;Evacuation;Recruitment;Medication;Clean-up;Emergency Kits
Melissa Simpson,606-365-0836x1875,faulknerbrett@yahoo.com,"2626 Bell Points Suite 439, Gainesville, FL",29.661379,-82.321239,Other,2000-12-11,Sanitation;Childcare;Helpline;Food Packs;Power Supply;Babysitting
Julia Douglas,+1-939-199-8004,zlewis@brennan.com,"78607 Reed Tunnel Suite 480, Gainesville, FL",29.67663,-82.307758,Male,1994-08-10,Support;Resource Sharing;Alerts;Housing;Remapping
Stephen Haley,4192422195,williamslauren@bishop-turner.com,"08766 Freeman Manors Suite 986, Gainesville, FL",29.657279,-82.339485,Female,2002-09-01,Life Skills;Lost & Found;Resource Sharing;Drills;Food;Mental Health
Karen Wood,(433)695-2209x1128,sonya47@morgan.info,"606 Micheal Bridge Suite 458, Gainesville, FL",29.644244,-82.348871,Other,1952-04-05,Support;Recovery;Damage Reports;Medical Camps
Bradley Daniels,(837)170-3168,christopher07@strong-ortega.info,"69921 Roger Plaza Apt. 741, Gainesville, FL",29.666769,-82.39807,Female,1995-09-13,Clothing;Needs Assessment;Financial;Crowd Control;Health Kits
Kevin Johnston,001-742-918-0865,bowmanlaura@hotmail.com,"2812 Diana Island, Gainesville, FL",29.672779,-82.395934,Female,1955-02-24,Clean-up;Psych Support;Awareness;Babysitting;Hygiene;Insurance
Mrs. Brooke Washington,934-138-3567,woodscorey@smith-castaneda.com,"9639 Brown Avenue, Gainesville, FL",29.622999,-82.322056,Female,2002-10-13,Debris Removal;Clothing;Water
Troy Moreno,831.342.5620,jonesbenjamin@chang.org,"3006 Brown Lakes, Gainesville, FL",29.657665,-82.327809,Female,1953-06-23,Alerts;Insurance;Assessment;Crowd Control
Kimberly Ramos,860-522-0051x584,hannah89@maldonado.net,"8802 Theodore Rapid, Gainesville, FL",29.646752,-82.373482,Male,2006-07-13,Clean-up;Clothing;Shelter
James Walker,(404)554-2965x6978,bailey18@jackson.com,"393 Jennifer Orchard Apt. 559, Gainesville, FL",29.661474,-82.31877,Other,1987-01-20,Mental Health;Training;Support;Medication;Housing
Savannah Robertson,904.084.2031x0364,sblackwell@hotmail.com,"3955 Barnes Coves, Gainesville, FL",29.623775,-82.327052,Female,1978-12-01,Job Aid;Helpline;Coordination;Awareness;Water;Health Kits
Cheryl Gardner,+1-353-440-8810x4895,millermason@smith.com,"06113 Lauren Falls, Gainesville, FL",29.631409,-82.345293,Male,1965-10-23,Housing;First Aid;Toolkits;Medical Camps;Financial Aid;Recruitment
Gregory Rodriguez,416-415-8611x7855,andrewbates@kane.com,"961 Dougherty Expressway, Gainesville, FL",29.621732,-82.323935,Other,1993-12-25,Medical;Helpline;First Aid;Awareness;Emergency Kits
Sydney Maldonado,835-712-7987x226,robin62@montes.com,"232 Armstrong Station, Gainesville, FL",29.637725,-82.398209,Male,1982-05-29,Pet Care;Follow-up;Lost & Found
Brent Jones,(526)236-5840,mpatel@yahoo.com,"5028 Johnson Lodge, Gainesville, FL",29.637598,-82.372288,Female,1949-08-21,Contacts;Food;Legal
