Name,Phone,Email,Address,Latitude,Longitude,Gender,DOB,Helps
Vanessa Christian DDS,651.888.0904x5229,morganjonathan@smith.com,"60330 Smith Port Apt. 715, Gainesville, FL",29.627647,-82.395416,Female,1972-07-07,Remapping;Communication;Helpline;Trauma Support;Clean-up
William Miller,5751083324x9749,cindyphelps@gmail.com,"3074 Anderson Inlet, Gainesville, FL",29.666602,-82.383497,Female,1979-07-05,Construction;Triage;Remapping;Alerts;Babysitting;Shelter
Tony Brooks,(005)5131039,bowensusan@olsen.com,"4095 Simpson Branch Apt. 943, Gainesville, FL",29.664422,-82.379747,Other,1957-05-09,Recovery;School;Clearance;Financial Aid;Sandbags;Triage;Training
Kelly Warner MD,+15059824978,hannah14@gmail.com,"13259 Sullivan Ridges, Gainesville, FL",29.621321,-82.342622,Other,1967-12-21,Housing;Pet Care;Health Kits
Rebecca Reed,8302638443,shelbywilliamson@yahoo.com,"646 Jose Corners, Gainesville, FL",29.645854,-82.368822,Female,1964-03-01,Toolkits;Childcare;School
Lisa Phillips,6081663161x748,ramseyalicia@yahoo.com,"79371 Rivas Garden, Gainesville, FL",29.678261,-82.385934,Male,1978-12-18,Documentation;Medical;Blood Donation;Recruitment
David Adams,872.327.6899x10256,keithmorris@hotmail.com,"68444 Alyssa Plains Suite 658, Gainesville, FL",29.667822,-82.346229,Female,1983-12-25,Sanitation;Babysitting;Vaccination
Maria Powers,322.307.3818x342,michaela65@gmail.com,"5481 Mueller Circles, Gainesville, FL",29.6425,-82.375778,Other,1998-03-13,Relocation;Food Packs;Job Aid;Clearance;Recruitment;Contacts;Collection
Monica Johnson,+10944392949x234,clinejerome@robinson-roberts.com,"80265 Ann Turnpike, Gainesville, FL",29.662314,-82.36357,Other,1966-12-31,Legal;Security;Hygiene;Information;Evacuation;Cash Aid;First Aid
Monica Hughes,0017239881153,edwinkim@brooks.biz,"63218 Maria Spurs Apt. 039, Gainesville, FL",29.635465,-82.331572,Female,1968-01-23,Hygiene;Waste Removal;Life Skills;Follow-up;Medication;Clean-up
Sean Martin,106.852.4682x3358,sbrooks@johnson.net,"9508 Destiny Land, Gainesville, FL",29.67598,-82.300975,Male,1977-02-19,Communication;Crowd Control;Helpline;Power Supply;Translation;Rebuild
Brett Jacobs,012.761.1970x75770,austinrussell@gmail.com,"319 Richard Lodge Apt. 597, Gainesville, FL",29.668998,-82.302939,Male,1960-08-25,Sanitation;Blood Donation;Triage;Babysitting;Job Aid
Kelsey Mason,(445)6739970x8741,longdebra@cox.com,"9836 Scott Route, Gainesville, FL",29.623697,-82.364249,Male,1996-11-21,Blood Donation;Communication;Medical Camps
Thomas Fernandez,(944)2856107,irichardson@yahoo.com,"50936 Valdez Camp Apt. 859, Gainesville, FL",29.656384,-82.334155,Male,1970-04-22,Trauma Support;Collection;Medical Camps;Mental Health;Security
Sylvia Jacobson,0015334935782x1028,jesse62@fernandez.com,"8761 Wendy Loaf Apt. 485, Gainesville, FL",29.665386,-82.392178,Other,1985-05-27,Toolkits;Mental Health;Health Kits
Jacob Paul,(944)2750664x4642,jensentricia@gonzalez-wright.com,"687 Cook Burg Suite 087, Gainesville, FL",29.629098,-82.300061,Other,1996-02-18,Debris Removal;Mental Health;Housing;Insurance;Hazard Map;Translation
Rebecca Jones,4746863168x89391,mcgeekevin@jacobs-stout.com,"26141 Maria Mall, Gainesville, FL",29.678332,-82.332612,Male,1981-06-17,Temporary Shelter;Water;Translation;Language Help;Awareness;Financial
Kevin Wilson,4350803516,rchapman@thornton-davis.com,"447 Brittany Meadow, Gainesville, FL",29.667527,-82.374741,Male,1966-11-12,Temporary Shelter;Job Aid;Needs Assessment;Vaccination;Construction
Eduardo Perez,0013730179203x39330,jill40@gmail.com,"7089 Chris Track Apt. 236, Gainesville, FL",29.656771,-82.341601,Male,1975-05-17,Assessment;Relocation;Blood Donation;Financial;Equipment;Awareness;Transport
Tiffany Schmidt,0483731361x7863,idavis@wilson.com,"1210 Rogers Inlet, Gainesville, FL",29.643776,-82.370142,Male,1973-09-18,Assessment;Hazard Map;First Aid;Rebuild;Lost & Found;Training;Sandbags
Riley Hicks,1539609777,jacob49@yahoo.com,"383 Michael Club Suite 141, Gainesville, FL",29.664795,-82.31402,Male,1964-08-23,Vaccination;Contacts;Clean-up;Job Aid;Translation;Clothing
Abigail Ruiz,+13481829882x253,sstevens@hotmail.com,"4639 Williams Ville Apt. 657, Gainesville, FL",29.664165,-82.332882,Male,1951-04-15,Security;Needs Assessment;Psych Support;Lost & Found
Charles Hill,1965006174x966,jameszamora@gonzales.com,"30121 Franklin Club Apt. 765, Gainesville, FL",29.673637,-82.383274,Male,1987-01-26,Power Supply;Resource Sharing;Debris Removal;Recovery;Mental Health
David Shepard,(562)9766844,bestpatty@johnson.com,"8226 Ashley Loaf, Gainesville, FL",29.638498,-82.310184,Other,1972-12-01,Medical;Relocation;Needs Assessment;Power Supply;School;Collection
William Taylor,2461100425x1987,patrickgilbert@gmail.com,"48974 Hunter Plaza Apt. 194, Gainesville, FL",29.658272,-82.340486,Other,1952-11-02,Needs Assessment;Financial Aid;First Aid;Clearance;Relief
Melinda Norris,430.791.1345x72164,butlerleslie@yahoo.com,"73088 Johnson Passage, Gainesville, FL",29.657316,-82.343562,Female,1980-03-12,Legal;Temporary Shelter;Translation;Coordination
Nicholas Gray,745.249.2602,jeffreyrollins@hotmail.com,"661 Debra Crossing Suite 347, Gainesville, FL",29.637737,-82.3538,Other,1949-04-08,Evacuation;School;Housing;Hazard Map;Recruitment
Deborah Becker,+13147010972x267,uhunt@thomas.com,"759 Edwin Springs Apt. 041, Gainesville, FL",29.631071,-82.32676,Female,1956-05-16,Insurance;Remapping;Medical;Debris Removal;Sanitation
Stacey Khan,613.810.7240,travis42@yahoo.com,"42684 Young Mountain, Gainesville, FL",29.656484,-82.393548,Other,1966-08-12,Babysitting;Assessment;Clothing;Evacuation
Chad Blackwell,8731388571x85314,jamesgrace@yahoo.com,"62574 Jacqueline Glens, Gainesville, FL",29.620997,-82.348626,Male,1980-08-12,Equipment;Recovery;Debris Removal;Documentation;Vaccination
Luis Hartman,771.389.5998x4407,amy25@russell-hall.com,"4317 Jacob Course, Gainesville, FL",29.648713,-82.372706,Female,1960-02-16,Awareness;Lost & Found;Financial
Michael Johnson,0019855529041x2040,alexis07@gilbert.com,"649 Perez Harbor Apt. 234, Gainesville, FL",29.623716,-82.314799,Other,1958-08-08,Clearance;Medical;Triage;Debris Removal;Shelter;Medical Camps;Recruitment
Chris Brown,5873537978,micheleflores@gmail.com,"997 Melissa Courts, Gainesville, FL",29.63949,-82.362592,Male,1998-05-12,Relief;Lost & Found;Shelter;Remapping;Water;Clearance
Amber Ingram,(004)7408615x459,traceymarshall@horne.com,"22707 Roberts Isle, Gainesville, FL",29.622468,-82.367086,Female,1996-04-20,Babysitting;Vaccination;Contacts;Hygiene;Medical Camps;Temporary Schools
Rachel Anderson,9527241748,urosales@mendoza.info,"317 Nunez Fort Suite 504, Gainesville, FL",29.64945,-82.332629,Female,1986-02-11,Crowd Control;Equipment;Medical;Cash Aid
Samantha Larson,0017937668313x192,allison45@bentley-sandoval.net,"07194 Peterson Villages Apt. 199, Gainesville, FL",29.664055,-82.351245,Female,1977-07-20,Transport;Helpline;Recruitment;Hygiene;Supplies
Nicole Turner,6177361700,craig20@gmail.com,"1347 Sharon Street Apt. 618, Gainesville, FL",29.634415,-82.390279,Male,1974-07-26,Rebuild;Legal;Alerts;Assessment
Douglas Allen,7037005441x3492,danielle12@padilla-tucker.com,"1239 Jennifer Tunnel Apt. 004, Gainesville, FL",29.670165,-82.359438,Female,1993-12-16,Shelter;Legal;Evacuation;Toolkits;Hazard Map;Childcare
Reginald Lam,+18696426187x1980,thomascastillo@caldwell.com,"16195 Raymond Wall, Gainesville, FL",29.650015,-82.372257,Other,1958-12-01,Health Kits;Support;Hazard Map;Childcare;Financial;Psych Support;Assessment
Justin Williams,750.997.7853x76180,haledanielle@yahoo.com,"825 Angela Lane Apt. 533, Gainesville, FL",29.657095,-82.323762,Male,1967-01-09,Pet Care;Sandbags;Translation;Evacuation
Christina Pierce,0010307696903x87924,karithomas@whitaker-wilkins.net,"5356 Gregory Bypass Apt. 356, Gainesville, FL",29.666852,-82.374173,Other,1955-02-18,Water;Insurance;Housing;Vaccination;Emergency Kits
Michael Harper,1265930320x031,taylorjane@anderson-griffin.com,"557 Smith Bypass Suite 341, Gainesville, FL",29.679494,-82.373623,Other,1951-12-06,Drills;Sanitation;Recovery;Housing;Pet Care;Toolkits;First Aid
Michelle Clark,3121596916,michaelwilliams@roberts-shaw.com,"539 Miller Overpass Apt. 065, Gainesville, FL",29.674819,-82.337194,Female,1999-08-06,Financial;Collection;Drills;Training;Food
Jennifer Williams,424.117.5499,anthonyperez@hotmail.com,"3903 Randall Walk Suite 992, Gainesville, FL",29.664606,-82.388603,Female,1973-11-02,Insurance;Translation;Food Packs;Legal
Alfred Wilson,3385318263,harrisjeffrey@gmail.com,"147 Edwards Ranch, Gainesville, FL",29.6512,-82.362573,Male,1989-07-06,Clean-up;Follow-up;Babysitting;Communication;Contacts
Evelyn Jordan,1295103499x85472,robert61@sims.com,"561 Mary Turnpike, Gainesville, FL",29.671106,-82.375076,Other,1951-02-28,Financial;Lost & Found;Documentation
Jeremy Pena,+17208583002x6725,nkrueger@friedman.com,"809 Gloria Forest Apt. 360, Gainesville, FL",29.624613,-82.357253,Other,1979-05-06,Communication;Hygiene;Sandbags;Follow-up;Contacts;Emergency Kits
Brent Boyd,157.440.7443x555,henryrichardson@yahoo.com,"781 Clark View Apt. 554, Gainesville, FL",29.658909,-82.302284,Female,1963-10-04,Childcare;Temporary Shelter;Cash Aid;Alerts;Emergency Kits;Hygiene;Life Skills
Peter Lewis,(091)5968796x7754,beckywilliams@gmail.com,"81989 Darrell Hollow, Gainesville, FL",29.665578,-82.384931,Female,1957-12-09,Translation;Medical Camps;Drills
Michelle Owens,572.534.2664x233,jwilliams@gmail.com,"624 Hernandez Shoal, Gainesville, FL",29.659434,-82.348447,Male,1971-11-17,Life Skills;Food;Lost & Found;Water
Ruth Rodriguez,0778652407x30670,laura59@gmail.com,"64138 Stephanie Isle, Gainesville, FL",29.666901,-82.337722,Female,1981-03-22,Medical Camps;Contacts;Rebuild
Brandon Mccall,0016342481469x53245,pfranco@gonzalez-pearson.com,"801 Rice Square Apt. 887, Gainesville, FL",29.647776,-82.311662,Female,1996-05-30,Blood Donation;Recovery;Debris Removal
Christopher Barnes,(426)1258537,solson@gmail.com,"90546 Hess Lights Apt. 519, Gainesville, FL",29.627316,-82.36136,Female,1991-12-29,Language Help;Emergency Kits;Lost & Found;Financial;Triage;School;Crowd Control
Kenneth Cox,885.768.0497x8365,rwood@yahoo.com,"13819 Mathew Parks, Gainesville, FL",29.644434,-82.338643,Other,1982-01-30,Shelter;Clean-up;Psych Support;Security
Elijah Tapia,757.114.0615,kwilson@hotmail.com,"625 Melissa Fork Suite 678, Gainesville, FL",29.646435,-82.382186,Male,1956-06-05,Hygiene;Relocation;Sandbags;Toolkits;Waste Removal;Construction
Shawn Morgan,759.734.4313x83471,lorrainemitchell@rush.com,"3414 Loretta Orchard, Gainesville, FL",29.675669,-82.315235,Other,1987-06-28,Debris Removal;Counseling;Sanitation;Food Packs;Assessment;Clean-up;Job Aid
Ricky Medina,(387)4158216,seanmiller@williams.org,"136 Collier Creek Apt. 530, Gainesville, FL",29.671816,-82.349,Female,1965-02-06,Legal;Life Skills;School
Douglas Blackwell,0011880775795,sullivandavid@hotmail.com,"010 Steven Squares Apt. 214, Gainesville, FL",29.679111,-82.397476,Other,1986-07-12,Support;Sandbags;Hygiene
Yolanda Gibson,5390419371,sandra30@hotmail.com,"402 Reynolds Cliffs Apt. 396, Gainesville, FL",29.629143,-82.331431,Male,1993-12-25,Communication;Translation;Food
Michael Collins,0013984832479x6340,quinnnicholas@castro.net,"41524 Steven Neck, Gainesville, FL",29.625191,-82.361759,Female,1958-12-18,Relocation;Documentation;Hazard Map;Damage Reports;First Aid
Tara Bowers,0019485980058x51299,dsanders@ramirez-hernandez.com,"8366 Keith Run Apt. 460, Gainesville, FL",29.635636,-82.367766,Male,1958-07-22,Sanitation;Relocation;Awareness;Food;Medical Camps
Harold Wolf,886.296.1533,kellyflynn@maynard-freeman.com,"55638 Paul Spur, Gainesville, FL",29.667855,-82.369989,Male,1987-08-26,Language Help;Support;Financial
Mark Fowler,0013852774548,terrimontoya@mercado.info,"43682 Nicholas Burgs Apt. 841, Gainesville, FL",29.667933,-82.355389,Female,2000-01-28,Temporary Shelter;Temporary Schools;Babysitting;Vaccination;Rebuild;Evacuation
Dawn Hamilton,155.925.5889,mccoyadam@gmail.com,"293 Knight Causeway Apt. 516, Gainesville, FL",29.669004,-82.326827,Female,1977-07-30,Clearance;Financial Aid;Rebuild
James Russo,3014088993,kristina16@yahoo.com,"568 Morales Spurs, Gainesville, FL",29.625973,-82.329361,Other,1993-03-23,Relief;Remapping;Coordination;Construction;Helpline
William Nelson,9778254894,michaelthompson@bird.com,"85404 Madison Lodge, Gainesville, FL",29.650217,-82.30784,Female,1959-11-10,Emergency Kits;Evacuation;Life Skills;Financial Aid
Joseph Peters,0011721810830x84633,robertmartin@ellis-hunter.org,"121 Brian Estate Suite 320, Gainesville, FL",29.639463,-82.382963,Female,2000-08-14,Vaccination;Drills;Rescue;Damage Reports;Blood Donation;Rebuild;Legal
Heidi West,0013231854476x914,steven42@gmail.com,"19803 Michael Trafficway, Gainesville, FL",29.661805,-82.386313,Female,1995-05-05,Childcare;Babysitting;Recruitment;Relocation;Medication;Recovery;Power Supply
Jennifer Cherry,(916)6411335x918,taylorglenn@orr-gray.com,"2555 Griffith Estate Apt. 862, Gainesville, FL",29.664783,-82.333864,Female,1994-02-06,Vaccination;Equipment;Cash Aid
Amy Perez,0019053116827x269,sgarcia@sutton.com,"410 Keith Cove Suite 848, Gainesville, FL",29.637198,-82.376973,Female,1992-06-30,Life Skills;Security;Shelter
Michelle Lane,(134)4256050x40021,alex67@yahoo.com,"15396 Derrick Springs Suite 673, Gainesville, FL",29.677488,-82.333227,Other,1973-07-26,Medical Camps;Support;Relief;First Aid
Luke Young,0019593420870x34391,christopher61@clark.info,"39139 Nelson Light, Gainesville, FL",29.678635,-82.305196,Male,1964-07-30,Assessment;Awareness;Follow-up;Security;Recruitment
Amanda Pope DDS,(968)0783711,shawnbennett@warren-williams.com,"7170 Raymond Hill, Gainesville, FL",29.65182,-82.341356,Male,1978-08-27,Emergency Kits;Support;Documentation;Financial
Adam Lucas,(418)6476500x11156,nrivers@gmail.com,"2313 Guzman Mews Suite 998, Gainesville, FL",29.642469,-82.380346,Other,1958-02-08,Clean-up;Blood Donation;Recovery;Temporary Schools;Equipment
Adrienne Horn,0372094425,russelljoanna@yahoo.com,"6594 Joel View, Gainesville, FL",29.645433,-82.366212,Male,1986-03-28,Coordination;Temporary Shelter;Medical Camps;Sanitation;Food;First Aid;Lost & Found
Barbara Ortiz,510.198.9324x187,megan79@gmail.com,"165 Timothy Turnpike, Gainesville, FL",29.652379,-82.335213,Other,1988-09-20,Alerts;Blood Donation;Counseling;Emergency Kits;Shelter;Clothing;Crowd Control
Pamela Cox,(614)9771178x513,ann24@hotmail.com,"701 George Divide, Gainesville, FL",29.671983,-82.301588,Male,1993-10-07,Assessment;Job Aid;Trauma Support;Rebuild;Training;Medication
Ashley Sweeney,1756311939x8836,jackieroberts@reeves.com,"1298 Hawkins Square Suite 416, Gainesville, FL",29.654307,-82.360593,Other,1954-11-07,Damage Reports;Housing;Communication;Awareness;Sandbags;Resource Sharing;Transport
Ashley Garza,7612758160x93542,sue14@russell.com,"8552 Sarah Locks Suite 588, Gainesville, FL",29.621749,-82.3814,Female,1998-10-18,Temporary Schools;Clean-up;Life Skills;Housing;Food Packs
Patricia Peterson,954.465.3067,lewispamela@hotmail.com,"498 Gregory Rue Apt. 892, Gainesville, FL",29.620824,-82.32931,Other,1980-12-10,Drills;Crowd Control;Assessment;Hygiene;Water
Michael Ryan,(416)7233556,matthew70@gmail.com,"05510 Cynthia Way Apt. 847, Gainesville, FL",29.649614,-82.345011,Other,1963-04-12,Clothing;Financial;Awareness;Trauma Support;Childcare
Michael Berger,5086499407,alyssa06@garrett-walker.info,"6936 Brown Flat Suite 697, Gainesville, FL",29.646482,-82.334606,Female,1959-01-22,Rescue;Follow-up;Training;Hygiene;Helpline
Tony Scott,0016688422153x992,thomas01@paul.com,"74264 Lee Tunnel, Gainesville, FL",29.659182,-82.354637,Other,1987-12-05,Medical;Documentation;Life Skills;Support
Daniel Atkins,921.058.3267x95311,christine30@williamson-romero.net,"00103 Larry Shore Suite 131, Gainesville, FL",29.657348,-82.333413,Female,1983-03-08,First Aid;Life Skills;Documentation
Brandi Hawkins,0193083697x31696,manuelryan@hotmail.com,"814 Joshua Lights Suite 401, Gainesville, FL",29.677059,-82.36272,Female,1967-11-25,Cash Aid;Language Help;Legal;Damage Reports;School;Construction
William David,436.978.8932x3833,ihawkins@harrell-perez.com,"498 Frank Inlet Apt. 232, Gainesville, FL",29.647918,-82.365819,Female,1955-02-01,Temporary Shelter;Trauma Support;Hygiene;Coordination
Randy Hill,+16564533465x51708,amandajohnson@hotmail.com,"001 Dalton Motorway, Gainesville, FL",29.62537,-82.335829,Other,1955-07-17,Water;Pet Care;Translation;Construction;Recovery;Legal;Contacts
Christina Lloyd,501.372.1078,luis42@morris.net,"6542 Robert Court, Gainesville, FL",29.648909,-82.391194,Other,1961-07-28,Financial Aid;Recovery;Security;Pet Care;Financial;Blood Donation;Hygiene
Derrick Brown,8956099271,harry72@brown.biz,"03760 Parker Light, Gainesville, FL",29.657862,-82.389151,Other,1995-02-28,Medical Camps;Resource Sharing;Triage;Awareness
Jesus Webb,+13014861982x4853,clairemunoz@hartman.info,"3657 Gonzalez Isle, Gainesville, FL",29.621302,-82.343497,Other,1964-11-04,Waste Removal;Drills;Food;Needs Assessment;Babysitting;Security;Blood Donation
Jenny Collins,(073)4893745x64201,teresa51@morris.net,"9784 Colon Park, Gainesville, FL",29.665189,-82.368598,Other,1999-02-24,School;Lost & Found;Medical;Waste Removal;Medication;Food
Christopher Hall,(231)0025189x75074,parkerandrew@hotmail.com,"7330 Daniel Fords Suite 977, Gainesville, FL",29.631398,-82.341267,Female,1967-09-27,Legal;School;Needs Assessment;Relief;Documentation
Katrina Newton,+11033909900,brownmichael@murphy.net,"123 Carrie Prairie Suite 237, Gainesville, FL",29.655861,-82.307639,Male,1971-12-16,Debris Removal;Relief;Pet Care
Curtis Willis,582.181.1360x7770,erikholmes@yahoo.com,"97694 Hahn Isle Suite 302, Gainesville, FL",29.655614,-82.348095,Other,1979-04-09,Needs Assessment;School;Rescue;Temporary Schools;Information;Trauma Support
Steven Kidd,8530317441,douglas85@ford-dougherty.org,"37081 Martinez Extension Apt. 761, Gainesville, FL",29.668658,-82.339549,Female,1982-06-05,Temporary Schools;Financial;Emergency Kits;Mental Health
Caroline Lee,+14046819602x70360,xjones@gmail.com,"391 Buchanan Views Apt. 375, Gainesville, FL",29.631819,-82.332071,Female,1975-05-24,Awareness;Legal;Counseling;Toolkits;Financial
Tracy Davidson,4919314440,burkekendra@casey-mills.net,"1448 Kathy Ranch, Gainesville, FL",29.673108,-82.332023,Female,1960-06-22,Security;School;Babysitting;Sanitation;Training;Financial Aid
Emily Waller,259.172.3584,atate@martinez.com,"639 Wesley Roads Suite 456, Gainesville, FL",29.665767,-82.356185,Male,1967-05-25,Medication;Damage Reports;Crowd Control
Shawn Walters,3863111499x410,staciepoole@yahoo.com,"4294 Fox Stream Apt. 728, Gainesville, FL",29.678543,-82.397531,Other,1982-11-26,Childcare;Medical Camps;Support;Damage Reports
Sheena Fisher,0016685330435x75646,wlyons@gmail.com,"499 Soto Drive Apt. 658, Gainesville, FL",29.646368,-82.317566,Male,1984-09-15,Sandbags;Legal;Relief;Pet Care;Housing;Language Help
Veronica Ryan,(893)1878202,njackson@hotmail.com,"2339 Dominguez Fields, Gainesville, FL",29.639062,-82.37761,Other,1992-02-04,Pet Care;Alerts;Clothing;Equipment;Life Skills;Recovery
Mark Hull,0018839421401,ehiggins@bowen.com,"05329 Simmons Fall, Gainesville, FL",29.645544,-82.392589,Male,1957-05-22,Childcare;Cash Aid;Equipment;Financial;Job Aid;Legal;Transport
Wendy Orozco,363.225.4568x664,bethany85@hotmail.com,"3295 Harris Groves Suite 564, Gainesville, FL",29.676919,-82.325061,Female,1980-01-27,Toolkits;Security;Helpline;Clean-up;Resource Sharing;Coordination
Benjamin Cruz,0012450126258x848,ginabrooks@reeves-johnson.biz,"7120 Paul Roads Apt. 633, Gainesville, FL",29.625357,-82.356045,Female,1983-06-13,Mental Health;Supplies;Needs Assessment
Barbara Smith,(814)9377457x317,teresalee@hotmail.com,"94362 Black Ranch, Gainesville, FL",29.645707,-82.336627,Other,1982-06-26,Financial;Equipment;Hygiene;Supplies;Triage
Kathy Weeks,1465836137x668,fwilcox@hotmail.com,"4608 Sharon Pine Suite 986, Gainesville, FL",29.678541,-82.365746,Female,1977-07-28,Waste Removal;Relocation;Legal;Relief;Financial;Supplies
Stephanie Walker,(945)7530887,boydjoshua@white.biz,"412 Phelps Estates, Gainesville, FL",29.628999,-82.302392,Male,1980-02-24,Communication;Assessment;Language Help;Relocation;Food;Supplies;Power Supply
Isaac Clark,+17860399589x3535,brianshort@washington.org,"183 Bruce Forest Apt. 588, Gainesville, FL",29.634186,-82.349799,Other,1962-04-22,Clothing;Childcare;Recruitment;Language Help;Relief;Remapping
Lindsey Clark,(356)4769719x67568,tshort@hotmail.com,"74481 Tyler Square Suite 115, Gainesville, FL",29.629595,-82.384141,Female,1986-06-06,Financial Aid;Relocation;Training;Water;Mental Health
Roger Heath,+14803841800x588,kathy06@hotmail.com,"6560 Christina Trail Apt. 066, Gainesville, FL",29.678379,-82.396787,Male,1987-07-15,Health Kits;Information;Follow-up;Medical Camps;Financial Aid
Zachary Oconnell,+12962067516x090,william19@yahoo.com,"118 Jared Trail, Gainesville, FL",29.628188,-82.347784,Other,1953-11-07,Translation;Mental Health;Food Packs;Relocation;Security
David Oconnell,1460837063x8283,perezbenjamin@walsh.com,"18280 Gonzalez Lodge Apt. 120, Gainesville, FL",29.661074,-82.385235,Other,1957-06-13,Temporary Shelter;Communication;Sanitation
Margaret Vincent,4454790195x2540,sruiz@mccormick.com,"4060 Roman Shore, Gainesville, FL",29.620992,-82.387358,Male,1966-12-09,Collection;Drills;Evacuation;Sanitation;Transport
Preston Bell,779.643.0254x0203,martinezlaura@hotmail.com,"04889 Burke Overpass, Gainesville, FL",29.661364,-82.325896,Female,1957-10-06,Alerts;Information;Evacuation;Recruitment;Medication;Clean-up;Emergency Kits
Melissa Simpson,(840)6852763x787,faulknerbrett@yahoo.com,"2626 Bell Points Suite 439, Gainesville, FL",29.661379,-82.321239,Other,1953-12-15,Sanitation;Childcare;Helpline;Food Packs;Power Supply;Babysitting
Julia Douglas,1883767158x4264,zlewis@brennan.com,"78607 Reed Tunnel Suite 480, Gainesville, FL",29.67663,-82.307758,Male,1969-05-21,Support;Resource Sharing;Alerts;Housing;Remapping
Stephen Haley,(134)6832258,williamslauren@bishop-turner.com,"08766 Freeman Manors Suite 986, Gainesville, FL",29.657279,-82.339485,Female,1997-10-10,Life Skills;Lost & Found;Resource Sharing;Drills;Food;Mental Health
Karen Wood,494.067.2140x2633,sonya47@morgan.info,"606 Micheal Bridge Suite 458, Gainesville, FL",29.644244,-82.348871,Other,1996-05-08,Support;Recovery;Damage Reports;Medical Camps
Bradley Daniels,595.770.1881x784,christopher07@strong-ortega.info,"69921 Roger Plaza Apt. 741, Gainesville, FL",29.666769,-82.39807,Female,1970-07-09,Clothing;Needs Assessment;Financial;Crowd Control;Health Kits
Kevin Johnston,(828)8237093x9038,bowmanlaura@hotmail.com,"2812 Diana Island, Gainesville, FL",29.672779,-82.395934,Female,1961-08-19,Clean-up;Psych Support;Awareness;Babysitting;Hygiene;Insurance
Mrs. Brooke Washington,(748)4128506,woodscorey@smith-castaneda.com,"9639 Brown Avenue, Gainesville, FL",29.622999,-82.322056,Female,1968-02-08,Debris Removal;Clothing;Water
Troy Moreno,2702161502,jonesbenjamin@chang.org,"3006 Brown Lakes, Gainesville, FL",29.657665,-82.327809,Female,1985-08-24,Alerts;Insurance;Assessment;Crowd Control
Kimberly Ramos,589.665.9097x2892,hannah89@maldonado.net,"8802 Theodore Rapid, Gainesville, FL",29.646752,-82.373482,Male,1954-05-04,Clean-up;Clothing;Shelter
James Walker,0011965258835,bailey18@jackson.com,"393 Jennifer Orchard Apt. 559, Gainesville, FL",29.661474,-82.31877,Other,1953-05-22,Mental Health;Training;Support;Medication;Housing
Savannah Robertson,3019782319x08390,sblackwell@hotmail.com,"3955 Barnes Coves, Gainesville, FL",29.623775,-82.327052,Female,1968-05-01,Job Aid;Helpline;Coordination;Awareness;Water;Health Kits
Cheryl Gardner,0014595225825,millermason@smith.com,"06113 Lauren Falls, Gainesville, FL",29.631409,-82.345293,Male,1958-11-28,Housing;First Aid;Toolkits;Medical Camps;Financial Aid;Recruitment
Gregory Rodriguez,+18842448590,andrewbates@kane.com,"961 Dougherty Expressway, Gainesville, FL",29.621732,-82.323935,Other,1987-05-30,Medical;Helpline;First Aid;Awareness;Emergency Kits
Sydney Maldonado,434.497.9595,robin62@montes.com,"232 Armstrong Station, Gainesville, FL",29.637725,-82.398209,Male,2000-02-19,Pet Care;Follow-up;Lost & Found
Brent Jones,+17691603748x3016,mpatel@yahoo.com,"5028 Johnson Lodge, Gainesville, FL",29.637598,-82.372288,Female,1996-06-27,Contacts;Food;Legal
Anne Rodriguez,0018196767520,staffordlori@caldwell.com,"05986 Delacruz Crossing Apt. 373, Gainesville, FL",29.668281,-82.302942,Other,1989-03-09,Needs Assessment;Triage;Clothing;Sanitation;Lost & Found;Security
Sheila Haley,0311342339,rreed@anderson.org,"748 Debbie Loaf Apt. 443, Gainesville, FL",29.63096,-82.302938,Other,1993-11-22,Temporary Schools;Blood Donation;Water;Sanitation;Lost & Found
Susan Morgan,761.266.4730,tabitha66@page-lee.com,"3233 White Port, Gainesville, FL",29.639723,-82.3099,Female,1949-07-31,Relief;Hygiene;Food;Supplies
Elizabeth Jones,0019089397527x95492,maria17@gregory-wagner.org,"261 Rachel Port Suite 453, Gainesville, FL",29.630467,-82.327667,Female,1992-09-09,Resource Sharing;Information;Medical Camps
Sabrina Tucker,0274812241x081,bobby28@gmail.com,"964 Tapia Mount Suite 200, Gainesville, FL",29.631706,-82.301576,Female,1996-05-12,Alerts;Mental Health;Psych Support;Job Aid;Documentation;Housing;Medical Camps
Javier Lewis,2347654472,olozano@hotmail.com,"505 Michael Village Suite 787, Gainesville, FL",29.627728,-82.345681,Female,1997-04-29,Life Skills;Medical Camps;Mental Health;Triage;Sanitation;Pet Care
Michael Reeves,372.133.9425x215,cwilliams@henson.com,"462 Brandon Ramp, Gainesville, FL",29.675532,-82.307268,Other,1949-03-24,Clothing;Helpline;Support
Gabriel Cunningham,4148368942x36418,perezeric@gmail.com,"2390 Shaun Terrace Suite 619, Gainesville, FL",29.640602,-82.356601,Male,1964-04-12,Lost & Found;Mental Health;Housing;Clean-up;Relief
Suzanne Harrison,776.287.1799x472,russellfrank@brooks.com,"96595 Timothy Bridge, Gainesville, FL",29.661505,-82.328194,Female,1958-12-14,Equipment;Language Help;Translation;Pet Care;Power Supply;Temporary Shelter
Jeremy Lee,0013892765885x7822,carrrhonda@stewart-bailey.com,"274 Cindy Rapids Suite 955, Gainesville, FL",29.635583,-82.368699,Male,1970-06-10,Rebuild;Job Aid;Resource Sharing;Crowd Control;Housing
